,type,amount,oldbalanceOrg,newbalanceOrig,oldbalanceDest,newbalanceDest,isFraud
3679875,CASH_OUT,159647.64,11172.0,0.0,727596.49,887244.12,0
3681213,CASH_OUT,110705.55,0.0,0.0,634482.3,745187.85,0
3681230,TRANSFER,1567591.24,1567591.24,0.0,0.0,0.0,1
3681231,CASH_OUT,1567591.24,1567591.24,0.0,822753.07,2390344.31,1
3681284,CASH_IN,65641.97,2743672.1,2809314.06,2042433.45,1976791.48,0
3682359,TRANSFER,926807.33,0.0,0.0,1626355.53,2553162.86,0
3683140,DEBIT,172.2,0.0,0.0,92349.21,92521.41,0
3683718,CASH_OUT,43245.8,352.0,0.0,1388878.95,1432124.75,0
3683763,PAYMENT,26980.7,17116.59,0.0,0.0,0.0,0
3685046,PAYMENT,6868.29,0.0,0.0,0.0,0.0,0
3685197,PAYMENT,8136.13,0.0,0.0,0.0,0.0,0
3685622,PAYMENT,24279.91,0.0,0.0,0.0,0.0,0
3686048,TRANSFER,35305.78,0.0,0.0,2036991.94,2072297.73,0
3686122,CASH_OUT,40237.32,0.0,0.0,3763908.84,3804146.16,0
3688796,PAYMENT,1121.31,31976.0,30854.69,0.0,0.0,0
3689365,CASH_IN,204347.12,12539960.9,12744308.03,826911.59,622564.46,0
3689399,PAYMENT,1889.66,59849.4,57959.74,0.0,0.0,0
3689543,CASH_OUT,69801.56,30067.0,0.0,0.0,69801.56,0
3689770,CASH_OUT,225130.17,58628.37,0.0,368805.11,593935.28,0
3689974,PAYMENT,4646.69,655838.19,651191.49,0.0,0.0,0
3690439,PAYMENT,2223.16,0.0,0.0,0.0,0.0,0
3691184,CASH_OUT,211089.05,129454.0,0.0,69259.55,280348.6,0
3692709,TRANSFER,342988.79,342988.79,0.0,0.0,0.0,1
3692710,CASH_OUT,342988.79,342988.79,0.0,0.0,342988.79,1
3693501,TRANSFER,226804.13,226804.13,0.0,0.0,0.0,1
3693502,CASH_OUT,226804.13,226804.13,0.0,364697.02,736003.89,1
3694276,PAYMENT,16914.41,0.0,0.0,0.0,0.0,0
3694981,CASH_IN,94959.57,670533.04,765492.62,2740094.45,2645134.88,0
3695004,TRANSFER,460456.91,115091.0,0.0,1420429.92,1880886.83,0
3696113,DEBIT,2683.56,120.0,0.0,670556.95,673240.5,0
3697254,PAYMENT,23706.35,31085.0,7378.65,0.0,0.0,0
3697321,TRANSFER,149656.36,149656.36,0.0,0.0,162310.05,1
3697322,CASH_OUT,149656.36,149656.36,0.0,42797.0,192453.36,1
3697536,TRANSFER,191427.4,191427.4,0.0,0.0,0.0,1
3697537,CASH_OUT,191427.4,191427.4,0.0,1248290.65,1439718.05,1
3697628,CASH_IN,79305.33,5794609.2,5873914.53,502131.03,422825.71,0
3698419,CASH_OUT,89931.99,6694.0,0.0,33179.21,182518.51,0
3698590,CASH_OUT,213977.32,285151.0,71173.68,42108.79,256086.11,0
3699151,PAYMENT,7678.94,114258.44,106579.5,0.0,0.0,0
3700813,TRANSFER,1053082.23,3789.75,0.0,2108576.87,3161659.1,0
3701135,CASH_OUT,309115.38,63646.74,0.0,1259792.19,1568907.56,0
3701934,TRANSFER,2392482.86,2392482.86,0.0,0.0,0.0,1
3701935,CASH_OUT,2392482.86,2392482.86,0.0,2414558.13,4807040.99,1
3703146,CASH_OUT,268093.56,0.0,0.0,1542983.92,1811077.48,0
3703860,TRANSFER,242678.33,242678.33,0.0,0.0,0.0,1
3703861,CASH_OUT,242678.33,242678.33,0.0,812517.66,1055196.0,1
3704427,CASH_OUT,181264.56,132.0,0.0,0.0,181264.56,0
3704569,CASH_OUT,150912.72,0.0,0.0,1667544.34,1818457.06,0
3704688,CASH_IN,253107.39,605076.0,858183.39,0.0,0.0,0
3705109,CASH_OUT,45293.92,0.0,0.0,66088.47,111382.4,0
3705243,CASH_OUT,156560.97,0.0,0.0,991114.84,1147675.81,0
3705633,CASH_OUT,411998.53,0.0,0.0,9044654.85,9456653.38,0
3706921,CASH_OUT,556155.52,0.0,0.0,671531.15,1366457.01,0
3707731,CASH_OUT,63418.0,0.0,0.0,134634.87,198052.87,0
3708363,CASH_OUT,233077.07,0.0,0.0,4393754.46,4544803.52,0
3709765,CASH_OUT,62708.06,0.0,0.0,447522.89,510230.94,0
3710592,CASH_OUT,34748.53,5053.57,0.0,1663136.68,1697885.21,0
3710872,TRANSFER,621387.64,621387.64,0.0,0.0,0.0,1
3710873,CASH_OUT,621387.64,621387.64,0.0,85132.75,706520.39,1
3712488,CASH_OUT,23726.11,43395.0,19668.89,0.0,23726.11,0
3712824,CASH_OUT,300052.61,0.0,0.0,1511302.7,1811355.31,0
3713572,CASH_OUT,68088.18,12061.0,0.0,0.0,68088.18,0
3714150,CASH_OUT,28913.98,0.0,0.0,170842.8,199756.78,0
3714265,CASH_IN,479174.6,5642696.16,6121870.76,891730.93,412556.33,0
3715592,TRANSFER,1464556.53,0.0,0.0,2250832.42,3715388.95,0
3716066,CASH_OUT,155493.39,27206.0,0.0,0.0,155493.39,0
3716561,CASH_IN,48165.41,21110.0,69275.41,468990.9,420825.48,0
3716569,PAYMENT,4063.36,0.0,0.0,0.0,0.0,0
3716638,CASH_OUT,103613.69,25027.0,0.0,3931071.9,4034685.59,0
3717511,TRANSFER,89303.18,89303.18,0.0,0.0,0.0,1
3717512,CASH_OUT,89303.18,89303.18,0.0,131088.75,220391.93,1
3718363,PAYMENT,226.29,1294.0,1067.71,0.0,0.0,0
3720222,TRANSFER,111817.39,0.0,0.0,576919.76,688737.15,0
3720451,CASH_OUT,232156.37,39366.0,0.0,0.0,232156.37,0
3721643,PAYMENT,1377.21,156826.25,155449.04,0.0,0.0,0
3722342,CASH_OUT,320660.78,20881.0,0.0,0.0,320660.78,0
3722535,CASH_OUT,183366.02,0.0,0.0,357980.06,541346.08,0
3723538,TRANSFER,608152.91,684.0,0.0,22538.03,630690.94,0
3723989,CASH_IN,344608.4,49579.0,394187.4,0.0,0.0,0
3724335,CASH_IN,58935.47,113051.8,171987.27,897070.69,838135.22,0
3726171,CASH_OUT,5878.19,29801.0,23922.81,57006.44,62884.63,0
3727420,PAYMENT,5402.72,0.0,0.0,0.0,0.0,0
3727685,PAYMENT,1805.73,180006.81,178201.07,0.0,0.0,0
3728508,PAYMENT,4063.6,1275.0,0.0,0.0,0.0,0
3729073,CASH_OUT,182686.75,0.0,0.0,5181272.21,5363958.96,0
3729831,TRANSFER,541787.16,713.0,0.0,2109778.67,2651565.82,0
3730987,CASH_OUT,139250.33,9030.0,0.0,23015.17,162265.49,0
3731222,CASH_IN,349759.3,89872.0,439631.3,0.0,0.0,0
3731226,CASH_OUT,25871.22,24.0,0.0,9464258.04,9490129.26,0
3732089,PAYMENT,13449.77,135709.12,122259.35,0.0,0.0,0
3732286,CASH_OUT,63357.65,0.0,0.0,561138.2,624495.85,0
3733466,CASH_IN,385798.26,15474.0,401272.26,0.0,0.0,0
3733970,CASH_OUT,158742.53,23993.0,0.0,69868.48,228611.0,0
3734498,CASH_IN,149023.81,39729.0,188752.81,3276398.32,3127374.51,0
3734678,PAYMENT,2282.85,0.0,0.0,0.0,0.0,0
3736481,PAYMENT,4820.77,13227.04,8406.27,0.0,0.0,0
3736760,CASH_OUT,3405.11,693.0,0.0,53489.56,56894.67,0
3737786,PAYMENT,11037.57,1448.0,0.0,0.0,0.0,0
3739391,PAYMENT,40035.18,0.0,0.0,0.0,0.0,0
3739493,PAYMENT,19093.73,27293.0,8199.27,0.0,0.0,0
3739514,PAYMENT,543.79,104812.27,104268.48,0.0,0.0,0
3739781,TRANSFER,240580.4,240580.4,0.0,0.0,0.0,1
3739782,CASH_OUT,240580.4,240580.4,0.0,0.0,240580.4,1
3740601,CASH_OUT,76627.33,0.0,0.0,329464.29,406091.62,0
3741534,PAYMENT,3837.11,76813.0,72975.89,0.0,0.0,0
3741797,TRANSFER,601222.02,601222.02,0.0,0.0,0.0,1
3741798,CASH_OUT,601222.02,601222.02,0.0,0.0,601222.02,1
3742603,TRANSFER,2795878.69,0.0,0.0,8570857.24,11366735.93,0
3743169,TRANSFER,30318.44,0.0,0.0,1268911.44,1299229.88,0
3743244,CASH_OUT,206194.16,0.0,0.0,329651.09,535845.25,0
3743970,TRANSFER,144044.35,144044.35,0.0,0.0,0.0,1
3743971,CASH_OUT,144044.35,144044.35,0.0,0.0,144044.35,1
3745114,CASH_OUT,68084.49,0.0,0.0,1220695.51,1288780.0,0
3745964,CASH_OUT,155514.97,49773.0,0.0,336.77,155851.73,0
3746469,TRANSFER,231161.48,231161.48,0.0,0.0,0.0,1
3746470,CASH_OUT,231161.48,231161.48,0.0,0.0,231161.48,1
3747240,CASH_OUT,142864.9,102351.0,0.0,1135690.12,1278555.02,0
3747308,CASH_OUT,107242.95,4118.71,0.0,3932084.97,4039327.92,0
3747354,PAYMENT,5670.3,25799.0,20128.7,0.0,0.0,0
3747468,CASH_IN,113345.44,5247.0,118592.44,413461.89,300116.45,0
3748061,CASH_OUT,63146.2,27935.0,0.0,0.0,63146.2,0
3748330,TRANSFER,298919.15,31976.0,0.0,130923.81,429842.96,0
3749432,TRANSFER,98897.07,98897.07,0.0,0.0,0.0,1
3749433,CASH_OUT,98897.07,98897.07,0.0,497573.39,596470.46,1
3749793,PAYMENT,719.66,395.0,0.0,0.0,0.0,0
3749911,TRANSFER,345533.89,345533.89,0.0,0.0,0.0,1
3749912,CASH_OUT,345533.89,345533.89,0.0,501951.83,847485.72,1
3750002,CASH_OUT,236940.64,0.0,0.0,856960.31,1093900.95,0
3750285,CASH_OUT,137458.29,0.0,0.0,982312.95,1119771.24,0
3750865,CASH_IN,87640.04,4166843.32,4254483.36,238484.02,150843.98,0
3751277,CASH_IN,152329.03,12238278.52,12390607.54,266279.51,113950.48,0
3752265,PAYMENT,5374.32,0.0,0.0,0.0,0.0,0
3753642,CASH_IN,212772.73,102105.83,314878.56,27336028.25,27123255.52,0
3753821,CASH_OUT,189265.58,0.0,0.0,9329714.21,9518979.79,0
3753830,CASH_OUT,172628.16,4717.0,0.0,0.0,172628.16,0
3753924,CASH_OUT,97051.14,0.0,0.0,348107.74,445158.88,0
3754016,TRANSFER,59724.56,0.0,0.0,455557.95,515282.5,0
3755279,PAYMENT,11622.23,0.0,0.0,0.0,0.0,0
3755793,CASH_IN,1452.88,21737444.52,21738897.41,477457.5,476004.62,0
3756083,CASH_IN,151291.84,126520.0,277811.84,28594.15,0.0,0
3756942,TRANSFER,145982.36,145982.36,0.0,0.0,0.0,1
3756943,CASH_OUT,145982.36,145982.36,0.0,800.0,0.0,1
3757490,CASH_OUT,45086.22,30523.0,0.0,0.0,0.0,0
3758140,PAYMENT,2751.0,0.0,0.0,0.0,0.0,0
3760004,PAYMENT,7208.95,0.0,0.0,0.0,0.0,0
3760172,CASH_IN,81929.89,10132058.26,10213988.15,652069.84,570139.95,0
3760282,TRANSFER,10000000.0,30536624.41,20536624.41,0.0,0.0,1
3760283,CASH_OUT,10000000.0,10000000.0,0.0,0.0,10000000.0,1
3760284,TRANSFER,10000000.0,20536624.41,10536624.41,0.0,0.0,1
3760285,CASH_OUT,10000000.0,10000000.0,0.0,0.0,10000000.0,1
3760286,TRANSFER,10000000.0,10536624.41,536624.41,0.0,0.0,1
3760287,CASH_OUT,10000000.0,10000000.0,0.0,540392.1,10540392.1,1
3760288,TRANSFER,536624.41,536624.41,536624.41,0.0,0.0,1
3760289,CASH_OUT,0.0,0.0,0.0,538547.63,538547.63,1
3760637,CASH_IN,5259.13,2296572.25,2301831.38,3038299.07,3033039.94,0
3761213,PAYMENT,13614.03,31787.0,18172.97,0.0,0.0,0
3761383,PAYMENT,10179.36,13973.0,3793.64,0.0,0.0,0
3762625,CASH_OUT,7784.61,10951.0,3166.39,138795.16,146579.77,0
3762796,PAYMENT,22341.75,0.0,0.0,0.0,0.0,0
3763301,CASH_OUT,39070.83,0.0,0.0,172858.76,211929.58,0
3763652,TRANSFER,190261.63,0.0,0.0,194839.36,385101.0,0
3765070,CASH_OUT,113966.01,63488.0,0.0,10268.37,124234.38,0
3766298,TRANSFER,697226.2,697226.2,0.0,0.0,0.0,1
3766299,CASH_OUT,697226.2,697226.2,0.0,4172268.59,4869494.79,1
3767183,CASH_OUT,97958.45,0.0,0.0,185198.11,283156.55,0
3769310,PAYMENT,24922.74,0.0,0.0,0.0,0.0,0
3770276,CASH_OUT,143633.78,0.0,0.0,10762155.66,10905789.44,0
3770332,CASH_OUT,1686.99,0.0,0.0,3267128.59,3268815.57,0
3772033,CASH_IN,43249.14,10556.0,53805.14,0.0,0.0,0
3772824,CASH_IN,4699.91,12475506.83,12480206.75,783625.47,778925.56,0
3772891,CASH_IN,83849.27,22173553.91,22257403.18,200589.59,116740.32,0
3773049,CASH_IN,186258.75,9260.0,195518.75,237899.31,224957.93,0
3773188,PAYMENT,2823.89,0.0,0.0,0.0,0.0,0
3773381,PAYMENT,11894.28,0.0,0.0,0.0,0.0,0
3773636,CASH_IN,81449.36,11507.0,92956.36,37368.28,0.0,0
3773776,CASH_OUT,282758.55,0.0,0.0,1540547.11,1823305.66,0
3773977,PAYMENT,6779.18,7204.0,424.82,0.0,0.0,0
3777643,CASH_OUT,320741.15,759.0,0.0,286215.61,606956.76,0
3778983,PAYMENT,3619.39,5391.0,1771.61,0.0,0.0,0
3780241,CASH_IN,194576.71,3070253.68,3264830.39,325286.25,130709.54,0
3781978,TRANSFER,475854.04,475854.04,0.0,0.0,0.0,1
3781979,CASH_OUT,475854.04,475854.04,0.0,139286.33,615140.37,1
3783578,PAYMENT,5119.58,103974.0,98854.42,0.0,0.0,0
3783924,TRANSFER,9704890.15,0.0,0.0,11377332.91,21082223.05,0
3784311,PAYMENT,2218.05,1289.0,0.0,0.0,0.0,0
3784789,TRANSFER,268762.37,268762.37,0.0,0.0,0.0,1
3784790,CASH_OUT,268762.37,268762.37,0.0,864874.76,1133637.14,1
3786848,PAYMENT,2110.8,68236.23,66125.43,0.0,0.0,0
3787048,PAYMENT,42963.04,0.0,0.0,0.0,0.0,0
3787075,CASH_OUT,36392.01,0.0,0.0,2554106.93,2590498.94,0
3789688,TRANSFER,41383.56,57658.0,16274.44,1957758.01,1999141.56,0
3790089,PAYMENT,3732.19,27231.0,23498.81,0.0,0.0,0
3790400,PAYMENT,10760.74,0.0,0.0,0.0,0.0,0
3792139,CASH_OUT,47153.38,0.0,0.0,1906268.14,1953421.53,0
3793142,PAYMENT,13124.26,0.0,0.0,0.0,0.0,0
3793732,PAYMENT,611.15,83920.0,83308.85,0.0,0.0,0
3794234,PAYMENT,9987.78,2167.0,0.0,0.0,0.0,0
3794289,CASH_IN,127462.71,259068.0,386530.71,47574.5,0.0,0
3794517,TRANSFER,54235.7,54235.7,0.0,0.0,0.0,1
3794518,CASH_OUT,54235.7,54235.7,0.0,0.0,54235.7,1
3794607,PAYMENT,11716.81,21750.0,10033.19,0.0,0.0,0
3796796,TRANSFER,204778.86,204778.86,0.0,0.0,0.0,1
3796797,CASH_OUT,204778.86,204778.86,0.0,1325029.54,1529808.39,1
3797033,CASH_IN,323058.27,1054572.48,1377630.75,899057.96,575999.69,0
3797102,CASH_IN,539662.05,13159352.72,13699014.77,974906.49,435244.44,0
3797224,PAYMENT,28378.24,0.0,0.0,0.0,0.0,0
3799235,CASH_OUT,165244.73,126.0,0.0,0.0,165244.73,0
3799729,CASH_OUT,44770.75,315.0,0.0,0.0,44770.75,0
3801311,CASH_OUT,146708.17,12297.0,0.0,0.0,146708.17,0
3801731,CASH_IN,515.12,34724.0,35239.12,628808.39,628293.27,0
3803142,TRANSFER,7133.97,7133.97,0.0,0.0,0.0,1
3803143,CASH_OUT,7133.97,7133.97,0.0,123209.16,130343.13,1
3803388,CASH_IN,13482.17,71926.0,85408.17,121299.9,107817.73,0
3803790,CASH_IN,97274.54,5216967.8,5314242.34,241784.56,144510.03,0
3803904,PAYMENT,3271.34,0.0,0.0,0.0,0.0,0
3803962,PAYMENT,18060.12,49575.94,31515.82,0.0,0.0,0
3804306,PAYMENT,2411.58,176.0,0.0,0.0,0.0,0
3804757,PAYMENT,24092.54,0.0,0.0,0.0,0.0,0
3805249,CASH_IN,45677.29,15252.0,60929.29,0.0,0.0,0
3805459,PAYMENT,54065.31,0.0,0.0,0.0,0.0,0
3806108,PAYMENT,14401.89,17021.19,2619.29,0.0,0.0,0
3806271,TRANSFER,5393228.23,5393228.23,0.0,0.0,0.0,1
3806272,CASH_OUT,5393228.23,5393228.23,0.0,991276.94,6384505.17,1
3806473,CASH_OUT,37611.2,0.0,0.0,67527.39,105138.6,0
3806600,TRANSFER,40980.03,0.0,0.0,145043.24,186023.27,0
3807573,TRANSFER,223762.52,83183.0,0.0,5519812.09,5743574.61,0
3807988,CASH_IN,64598.06,7767564.96,7832163.01,407580.09,342982.03,0
3808035,CASH_IN,32568.3,17353573.41,17386141.71,1128345.12,1095776.82,0
3808155,CASH_IN,100759.16,7692.0,108451.16,0.0,0.0,0
3809192,PAYMENT,14302.42,2599.87,0.0,0.0,0.0,0
3809690,PAYMENT,21473.49,45246.0,23772.51,0.0,0.0,0
3810469,PAYMENT,29890.63,267301.72,237411.08,0.0,0.0,0
3811337,TRANSFER,1030417.74,1030417.74,0.0,0.0,0.0,1
3811338,CASH_OUT,1030417.74,1030417.74,0.0,0.0,1030417.74,1
3812822,TRANSFER,1528168.52,0.0,0.0,4617757.36,6145925.88,0
3813247,PAYMENT,5754.82,15369.0,9614.18,0.0,0.0,0
3813388,TRANSFER,391093.61,308657.0,0.0,0.0,391093.61,0
3813652,PAYMENT,7438.74,0.0,0.0,0.0,0.0,0
3814234,TRANSFER,441892.92,441892.92,0.0,0.0,0.0,1
3814235,CASH_OUT,441892.92,441892.92,0.0,350202.17,792095.1,1
3814751,TRANSFER,2554662.97,2554662.97,0.0,0.0,0.0,1
3814752,CASH_OUT,2554662.97,2554662.97,0.0,2399641.18,4954304.15,1
3815536,PAYMENT,3425.37,641.0,0.0,0.0,0.0,0
3815647,PAYMENT,1394.61,274919.94,273525.33,0.0,0.0,0
3815686,CASH_OUT,216960.1,1078.0,0.0,256203.56,473163.66,0
3815879,PAYMENT,24519.09,0.0,0.0,0.0,0.0,0
3816597,PAYMENT,19992.31,0.0,0.0,0.0,0.0,0
3816626,CASH_OUT,960.48,0.0,0.0,3041439.69,3042400.16,0
3817869,CASH_IN,26117.75,56805.0,82922.75,0.0,0.0,0
3818037,CASH_OUT,161883.24,0.0,0.0,1090859.77,1252743.02,0
3819119,CASH_IN,67831.92,650194.55,718026.47,216237.83,148405.91,0
3819608,CASH_IN,64044.65,22084210.11,22148254.76,185050.55,121005.9,0
3819689,TRANSFER,603650.77,19894.0,0.0,0.0,603650.77,0
3819976,TRANSFER,556720.82,556720.82,0.0,0.0,0.0,1
3819977,CASH_OUT,556720.82,556720.82,0.0,2525193.48,3081914.29,1
3820534,TRANSFER,574072.72,574072.72,0.0,0.0,0.0,1
3820535,CASH_OUT,574072.72,574072.72,0.0,963.84,575036.56,1
3820816,CASH_OUT,196932.59,2389.0,0.0,1642200.78,1839133.37,0
3821478,TRANSFER,371669.59,371669.59,0.0,0.0,0.0,1
3821479,CASH_OUT,371669.59,371669.59,0.0,1636.52,373306.12,1
3822526,PAYMENT,2706.6,11862.0,9155.4,0.0,0.0,0
3824516,CASH_OUT,238542.66,52447.0,0.0,463426.46,701969.12,0
3826230,CASH_OUT,79039.32,22423.0,0.0,0.0,79039.32,0
3826720,TRANSFER,17428.0,17428.0,0.0,0.0,0.0,1
3826721,CASH_OUT,17428.0,17428.0,0.0,93625.57,285154.96,1
3827913,CASH_OUT,130655.88,15464.0,0.0,411995.68,542651.56,0
3828000,PAYMENT,1764.13,76788.06,75023.94,0.0,0.0,0
3828402,CASH_OUT,64870.87,0.0,0.0,348120.6,412991.47,0
3828476,TRANSFER,481.9,481.9,0.0,0.0,0.0,1
3828477,CASH_OUT,481.9,481.9,0.0,0.0,481.9,1
3828715,CASH_IN,437887.3,319.0,438206.3,0.0,0.0,0
3830011,TRANSFER,8091.78,8091.78,0.0,0.0,0.0,1
3830012,CASH_OUT,8091.78,8091.78,0.0,272960.57,281052.35,1
3830635,PAYMENT,28869.67,0.0,0.0,0.0,0.0,0
3831009,CASH_OUT,143315.83,0.0,0.0,2349721.54,2493037.36,0
3831366,PAYMENT,7379.68,154022.37,146642.69,0.0,0.0,0
3832066,CASH_OUT,186255.4,0.0,0.0,1526220.19,1712475.59,0
3832382,PAYMENT,9305.64,0.0,0.0,0.0,0.0,0
3834514,TRANSFER,131642.54,0.0,0.0,570518.01,702160.55,0
3834857,CASH_OUT,217349.83,31127.0,0.0,0.0,217349.83,0
3834896,PAYMENT,1023.07,0.0,0.0,0.0,0.0,0
3835828,CASH_IN,194932.45,8323708.75,8518641.2,596669.03,401736.58,0
3835863,CASH_IN,154824.78,538879.0,693703.78,258866.0,0.0,0
3836801,CASH_IN,37021.6,1596.0,38617.6,0.0,0.0,0
3836829,PAYMENT,1775.3,192.0,0.0,0.0,0.0,0
3837648,CASH_OUT,101031.04,34472.08,0.0,495189.98,596221.02,0
3838926,TRANSFER,16296.46,16296.46,0.0,0.0,0.0,1
3838927,CASH_OUT,16296.46,16296.46,0.0,0.0,16296.46,1
3839520,CASH_IN,128116.18,13862.0,141978.18,229494.74,101378.55,0
3839642,CASH_OUT,22692.05,0.0,0.0,385319.49,408011.54,0
3839784,CASH_OUT,172868.07,0.0,0.0,1102086.84,1274954.9,0
3840210,CASH_IN,97598.67,66265.0,163863.67,103657.14,6058.47,0
3840501,CASH_OUT,119238.12,0.0,0.0,333286.01,452524.13,0
3840830,PAYMENT,39415.02,0.0,0.0,0.0,0.0,0
3841130,CASH_OUT,243151.05,0.0,0.0,321358.43,564509.49,0
3841186,CASH_OUT,69021.45,50204.0,0.0,0.0,69021.45,0
3842307,CASH_IN,77093.68,4243578.56,4320672.24,2464203.23,2387109.54,0
3843519,TRANSFER,140523.4,140523.4,0.0,0.0,0.0,1
3843520,CASH_OUT,140523.4,140523.4,0.0,25108.13,165631.53,1
3844662,PAYMENT,16226.06,29154.0,12927.94,0.0,0.0,0
3844873,TRANSFER,1564952.45,1564952.45,0.0,0.0,0.0,1
3844874,CASH_OUT,1564952.45,1564952.45,0.0,0.0,1564952.45,1
3845101,CASH_OUT,22170.83,66859.52,44688.69,18038299.81,18060470.64,0
3847040,CASH_IN,163409.2,125506.0,288915.2,0.0,0.0,0
3848221,TRANSFER,1709224.02,1709224.02,0.0,0.0,0.0,1
3848222,CASH_OUT,1709224.02,1709224.02,0.0,58103.22,1767327.24,1
3849812,TRANSFER,181647.66,181647.66,0.0,0.0,0.0,1
3849813,CASH_OUT,181647.66,181647.66,0.0,159001.95,340649.62,1
3850242,CASH_OUT,161573.31,0.0,0.0,287680.65,449253.96,0
3851472,PAYMENT,5705.43,0.0,0.0,0.0,0.0,0
3851753,CASH_OUT,212384.57,258494.0,46109.43,22802.05,235186.61,0
3852446,CASH_IN,146026.33,20315.0,166341.33,261308.04,115281.71,0
3852681,CASH_IN,368848.09,3300101.46,3668949.55,3530775.64,3220971.67,0
3852821,TRANSFER,1671718.91,0.0,0.0,9317460.73,10989179.63,0
3852865,CASH_OUT,56420.57,136293.19,79872.63,204836.01,261256.57,0
3854549,CASH_IN,366263.2,360950.39,727213.59,377953.56,11690.35,0
3855277,TRANSFER,101515.68,101515.68,0.0,0.0,0.0,1
3855278,CASH_OUT,101515.68,101515.68,0.0,0.0,101515.68,1
3855719,CASH_OUT,302859.2,0.0,0.0,2103378.07,2406237.28,0
3856164,PAYMENT,40295.1,18948.15,0.0,0.0,0.0,0
3857039,PAYMENT,7287.98,92366.0,85078.02,0.0,0.0,0
3858002,PAYMENT,957.66,11729.48,10771.83,0.0,0.0,0
3858647,CASH_IN,321234.72,170.0,321404.72,0.0,0.0,0
3859562,PAYMENT,15028.4,179932.02,164903.63,0.0,0.0,0
3859773,TRANSFER,774580.99,0.0,0.0,1747654.79,2522235.78,0
3860459,CASH_IN,86665.31,9611241.13,9697906.44,184012.05,97346.74,0
3861733,CASH_OUT,163122.6,707.0,0.0,0.0,163122.6,0
3862045,PAYMENT,13428.33,105789.46,92361.13,0.0,0.0,0
3862120,CASH_OUT,167995.26,1256.0,0.0,859645.69,1027640.94,0
3862230,CASH_IN,50434.28,11974847.95,12025282.23,908717.27,858282.99,0
3862622,CASH_OUT,281668.34,15418.0,0.0,0.0,281668.34,0
3862765,CASH_IN,194934.0,2544234.83,2739168.83,10221150.47,10026216.47,0
3862854,CASH_IN,79882.97,19862264.12,19942147.1,151911.72,72028.75,0
3863749,PAYMENT,6199.16,34256.08,28056.92,0.0,0.0,0
3864166,CASH_OUT,159713.9,0.0,0.0,828185.58,987899.48,0
3865409,CASH_OUT,85506.58,0.0,0.0,1928694.57,2014201.16,0
3865691,CASH_OUT,142865.86,0.0,0.0,1453594.12,1596459.98,0
3866234,PAYMENT,7140.13,0.0,0.0,0.0,0.0,0
3866706,PAYMENT,22025.64,0.0,0.0,0.0,0.0,0
3866983,CASH_OUT,18330.0,26887.0,8557.0,0.0,18330.0,0
3868480,CASH_IN,121271.64,5810522.59,5931794.23,137440.19,16168.55,0
3868585,TRANSFER,843174.04,843174.04,0.0,0.0,0.0,1
3868586,CASH_OUT,843174.04,843174.04,0.0,2972319.22,3815493.26,1
3868923,PAYMENT,13451.47,0.0,0.0,0.0,0.0,0
3869815,TRANSFER,924912.26,924912.26,0.0,0.0,0.0,1
3869816,CASH_OUT,924912.26,924912.26,0.0,1504485.48,2429397.74,1
3870636,CASH_OUT,44673.42,183.0,0.0,112693.1,157366.52,0
3871124,PAYMENT,14717.07,30897.0,16179.93,0.0,0.0,0
3871229,PAYMENT,1023.89,0.0,0.0,0.0,0.0,0
3872332,CASH_OUT,244754.41,0.0,0.0,682345.84,927100.25,0
3872341,CASH_OUT,185818.87,0.0,0.0,488946.34,674765.2,0
3872756,CASH_OUT,220292.0,0.0,0.0,551318.91,771610.91,0
3872765,PAYMENT,14950.71,93156.83,78206.12,0.0,0.0,0
3872962,PAYMENT,1185.61,11532.0,10346.39,0.0,0.0,0
3873844,CASH_IN,3954.02,4329912.71,4333866.72,305962.65,302008.64,0
3874392,PAYMENT,11846.9,50038.0,38191.1,0.0,0.0,0
3875473,PAYMENT,5292.33,210.0,0.0,0.0,0.0,0
3875998,TRANSFER,113360.8,113360.8,0.0,0.0,0.0,1
3875999,CASH_OUT,113360.8,113360.8,0.0,175345.9,288706.71,1
3876352,PAYMENT,3218.66,33918.64,30699.98,0.0,0.0,0
3876777,CASH_OUT,87543.62,0.0,0.0,1405946.9,1493490.52,0
3877347,CASH_IN,3317.49,5536.0,8853.49,0.0,0.0,0
3877556,PAYMENT,12284.82,23563.34,11278.53,0.0,0.0,0
3877861,CASH_OUT,6284.48,0.0,0.0,23750.8,30035.28,0
3878967,TRANSFER,548954.83,0.0,0.0,2557431.82,3106386.65,0
3879812,CASH_OUT,111136.11,166486.0,55349.89,0.0,111136.11,0
3880608,PAYMENT,14306.15,0.0,0.0,0.0,0.0,0
3880956,CASH_OUT,310343.09,0.0,0.0,6738434.25,7048777.34,0
3881242,CASH_IN,20914.53,9101544.33,9122458.86,6052432.12,6031517.59,0
3881290,PAYMENT,8011.55,83317.96,75306.41,0.0,0.0,0
3881420,CASH_OUT,511559.08,39977.0,0.0,0.0,511559.08,0
3882294,CASH_OUT,88620.2,209859.0,121238.8,0.0,88620.2,0
3883072,CASH_IN,29297.74,13068373.69,13097671.43,54552.95,25255.21,0
3884571,CASH_OUT,75623.87,200811.0,125187.13,2212.6,77836.47,0
3886510,CASH_OUT,407992.35,0.0,0.0,952906.76,1360899.11,0
3887401,CASH_OUT,347652.03,0.0,0.0,727935.34,1075587.36,0
